severity,blocking,source_type,path,table,column,row_index,issue,value,detail,recommendation
error,True,json,reports/publication/equal_domain_artifact_discipline.json,not_applicable,rows.0.blockers,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/equal_domain_artifact_discipline.json,not_applicable,rows.1.blockers,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/equal_domain_artifact_discipline.json,not_applicable,rows.2.blockers,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
warning,False,csv,reports/publication/cpsbench_merged_sweep.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,640 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T10.av.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T10.battery.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T10.healthcare.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T9.av.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T9.battery.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_assumption_discharge_scorecard.json,not_applicable,theorems.T9.healthcare.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.L1.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.L2.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.L3.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.L4.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T1.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T10.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T10_T11_ObservationAmbiguitySandwich.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T11.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T11_AV_BrakeHold.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T11_Byzantine.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T11_HC_FailSafeRelease.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T2.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T3a.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T3b.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T4.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T5.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T6.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T6_AV_FallbackValidity.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T6_HC_FallbackValidity.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T7.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T8.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T9.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_EQ_AV_RuntimeArtifactPackage.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_EQ_Battery_RuntimeArtifactPackage.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_EQ_HC_RuntimeArtifactPackage.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_minimax.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_sensor_converse.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_stale_decay.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/t9_t10_mechanized_proof_status.json,not_applicable,theorems.T_trajectory_PAC.blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,csv,reports/publication/theorem_promotion_domain_matrix.csv,not_applicable,blocker,2,placeholder_or_blank_cell,not_applicable,6/6 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
warning,False,csv,reports/publication/Tsensor_sensor_ablation.csv,not_applicable,violation,not_applicable,all_zero_metric_review,not_applicable,3 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,csv,reports/publication/three_domain_utility_safety_dominance.csv,not_applicable,orius_progress_total,3,placeholder_or_blank_cell,not_applicable,1/2 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
error,True,csv,reports/publication/three_domain_utility_safety_dominance.csv,not_applicable,orius_near_miss_rate,3,placeholder_or_blank_cell,not_applicable,1/2 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
error,True,csv,reports/publication/three_domain_utility_safety_dominance.csv,not_applicable,orius_collision_proxy_rate,3,placeholder_or_blank_cell,not_applicable,1/2 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
error,True,csv,reports/publication/three_domain_utility_safety_dominance.csv,not_applicable,orius_mean_abs_jerk,3,placeholder_or_blank_cell,not_applicable,1/2 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
warning,False,csv,reports/publication/dc3s_ablation_table.csv,not_applicable,violation_rate,not_applicable,all_zero_metric_review,not_applicable,4 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_table.csv,not_applicable,true_soc_violation_rate,not_applicable,all_zero_metric_review,not_applicable,4 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/blackout_study.csv,not_applicable,violations,not_applicable,all_zero_metric_review,not_applicable,6 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,csv,reports/publication/orius_supplemental_hf_evidence.csv,not_applicable,not_applicable,not_applicable,empty_csv_rows,not_applicable,CSV has a header but no semantic data row.,Add an explicit status row or remove it from active surfaces.
error,True,csv,reports/publication/orius_93plus_gap_matrix.csv,not_applicable,not_applicable,not_applicable,empty_csv_rows,not_applicable,CSV has a header but no semantic data row.,Add an explicit status row or remove it from active surfaces.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,drift_flag_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,violation_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,violation_severity,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,true_soc_violation_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,true_soc_violation_steps,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,true_soc_violation_severity_mean,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,true_soc_violation_severity_p95,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/dc3s_ablation_detailed.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/multi_agent_transformer_scenario.csv,not_applicable,local_violations,not_applicable,all_zero_metric_review,not_applicable,3 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/hyperparameter_surfaces.csv,not_applicable,violation_rate_mean,not_applicable,all_zero_metric_review,not_applicable,12 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/_ablation_tmp/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/_ablation_tmp/cpsbench_merged_sweep.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,256 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=3__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=3__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=7__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=5__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=5__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=7__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=3__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=3__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=7__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=3__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=5__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=7__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=3__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=7__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=5__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.1__ph_lambda=7__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=7__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=3__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=7__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=3__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=5__kpen=0.5/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=3__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=5__kpen=0.3/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/publication/sweeps/runs/alpha0=0.15__ph_lambda=7__kpen=0.7/dc3s_main_table.csv,not_applicable,grid_import_violation_rate,not_applicable,all_zero_metric_review,not_applicable,48 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,json,reports/publication/theorem_promotion_evidence/T10_av.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/theorem_promotion_evidence/T10_battery.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/theorem_promotion_evidence/T10_healthcare.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/theorem_promotion_evidence/T9_av.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/theorem_promotion_evidence/T9_battery.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/publication/theorem_promotion_evidence/T9_healthcare.json,not_applicable,blocker,not_applicable,placeholder_or_null_value,not_applicable,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/battery_av/battery/summary.json,not_applicable,required_artifacts.audit_db,not_applicable,placeholder_or_null_value,null,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,csv,reports/battery_av/battery/runtime_traces.csv,not_applicable,prev_hash,2,placeholder_or_blank_cell,not_applicable,1/1152 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
warning,False,csv,reports/battery_av/battery/runtime_ablation_summary.csv,not_applicable,baseline_intervention_rate,not_applicable,all_zero_metric_review,not_applicable,5 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/battery_av/battery/runtime_negative_controls.csv,not_applicable,coverage_gap_abs_mean,not_applicable,all_zero_metric_review,not_applicable,5 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/battery_av/battery/fault_family_coverage.csv,not_applicable,coverage,not_applicable,all_zero_metric_review,not_applicable,12 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/battery_av/battery/runtime_summary.csv,not_applicable,recovery_latency,not_applicable,all_zero_metric_review,not_applicable,4 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/battery_av/battery/subgroup_coverage_before_after.csv,not_applicable,coverage,not_applicable,all_zero_metric_review,not_applicable,16 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,json,reports/battery_av/battery/certos_verification_summary.json,not_applicable,failed_index,not_applicable,placeholder_or_null_value,null,not_applicable,Replace with an explicit semantic value such as not_applicable.
error,True,json,reports/battery_av/battery/certos_verification_summary.json,not_applicable,reason,not_applicable,placeholder_or_null_value,null,not_applicable,Use no_failure or a concrete failure reason.
error,True,csv,reports/battery_av/battery/certos_verification_failures.csv,not_applicable,not_applicable,not_applicable,empty_csv_rows,not_applicable,CSV has a header but no semantic data row.,Add an explicit status row or remove it from active surfaces.
warning,False,csv,reports/battery_av/battery/battery_deep_oqe_safety_metrics.csv,not_applicable,true_soc_violation_rate,not_applicable,all_zero_metric_review,not_applicable,12 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
warning,False,csv,reports/battery_av/battery/battery_deep_oqe_safety_metrics.csv,not_applicable,recovery_latency,not_applicable,all_zero_metric_review,not_applicable,12 numeric values are all zero.,Review for semantic zero vs. placeholder zero; not blocking.
error,True,csv,reports/healthcare/heldout_95/heldout_runtime_summary.csv,not_applicable,certificate_valid_rate,3,placeholder_or_blank_cell,not_applicable,5/6 rows contain missing/placeholder values.,Replace with an explicit semantic value such as not_applicable.
